,Quote,Keyword
3404,"Inherited will, the swelling of the changing times, and the dreams of people. These are things that cannot be stopped. As long as people seek the answer to freedom, these will never cease to be!",long
3405,"The thing called ""justice"" changes its shape... Depending on where you stand.",Depending
3406,To define true madness. What is it to be nothing else but mad?,mad
3407,We don't have to know what tomorrow holds! That's why we can live for everything we're worth today!,live
3408,Everybody can fight. It's just a choice of whether you should.,choice
3409,It's our job as normal people to ensure the potential of those misunderstood ones are realized.,job
3410,"About Whitebeard ""Even in death, his body did not fall. His figure, taking down enemies while losing half of his head, was truly monstrous. The total number of sword wounds he received in this battle was 267. He was shot by 152 bullets. And was hit by 46 cannonballs. And despite all this, his proud back, over the course of his entire life as a pirate, never received a single scar from running away!""",cannonballs
3411,I'm no one. I don't want to be anyone. All I care about is completing the moon's eye plan. This world is completely worthless. There is nothing left in it but misery.,left
3412,Either people change or they die before they do. It's one or the other. ,people
3413,"Humans... Do humans have a purpose when they are born? I have been wondering recently. Because they are born, do they have an important duty? The meaning of being born... For humans to find that answer... It is the one freedom God gave them.",humans to find
3414,Even if I can't see you... No matter how far away you may be... I will always be watching you. ,watching
3415,"I want you to be happy. I want you to laugh a lot. I don't know what exactly I'll be able to do for you, but I'll always be by your side.",side
3416,"There's no point in the world. But isn't that wonderful? Because if there isn't one, then you can decide what it is for yourself.",decide
3417,"""Time"" is proof that people have lived. Every person lives the time that has been given to them... that is life. ",person
3418,If I were to lose a friend...then I couldn't die in peace!,lose
3419,"Your so called ""hope"" is to throw the past into despair?",throw
3420,"If I can do it tomorrow, I won't do it today!",tomorrow
3421,"I have told you before, I'm an avenger. I don't care about this test, Chunin or whatever. 'Am I strong?' that's the answer I want.",answer
3422,"Every week, when it is time, they stick to the TV. They watch my actions in the comfort of their families after dinner. Children watch my actions and their hearts leap. They see me stand up to evil spirits and... they know what courage is! Do you understand, boy? With them watching, I can't run away from the enemy",watching
